t y_числен y_аналит |y_числен-y_аналит|
0.000 1.00e+00 1.00e+00 0.00e+00
0.100 1.01e+00 1.01e+00 4.18e-10
0.200 1.04e+00 1.04e+00 4.42e-09
0.300 1.09e+00 1.09e+00 1.82e-08
0.400 1.17e+00 1.17e+00 7.56e-06
0.500 1.28e+00 1.28e+00 1.89e-05
0.600 1.43e+00 1.43e+00 3.52e-05
0.700 1.63e+00 1.63e+00 5.85e-05
0.800 1.90e+00 1.90e+00 9.17e-05
0.900 2.25e+00 2.25e+00 1.39e-04
1.000 2.72e+00 2.72e+00 2.05e-04
