t y_числен y_аналит |y_числен-y_аналит|
0.000 1.00e+00 1.00e+00 0.00e+00
0.100 1.01e+00 1.01e+00 4.18e-10
0.200 1.04e+00 1.04e+00 4.42e-09
0.300 1.09e+00 1.09e+00 4.98e-05
0.400 1.17e+00 1.17e+00 1.12e-04
0.500 1.28e+00 1.28e+00 1.94e-04
0.600 1.43e+00 1.43e+00 3.07e-04
0.700 1.63e+00 1.63e+00 4.66e-04
0.800 1.90e+00 1.90e+00 6.94e-04
0.900 2.25e+00 2.25e+00 1.02e-03
1.000 2.72e+00 2.72e+00 1.50e-03
