t y_числен y_аналит |y_числен-y_аналит|
0.000 1.00e+00 1.00e+00 0.00e+00
0.100 1.01e+00 1.01e+00 4.18e-10
0.200 1.04e+00 1.04e+00 4.42e-09
0.300 1.09e+00 1.09e+00 6.01e-06
0.400 1.17e+00 1.17e+00 1.71e-05
0.500 1.28e+00 1.28e+00 3.57e-05
0.600 1.43e+00 1.43e+00 6.60e-05
0.700 1.63e+00 1.63e+00 1.15e-04
0.800 1.90e+00 1.90e+00 1.94e-04
0.900 2.25e+00 2.25e+00 3.22e-04
1.000 2.72e+00 2.72e+00 5.32e-04
