t y_числен y_аналит |y_числен-y_аналит|
0.000 1.00e+00 1.00e+00 0.00e+00
0.100 1.01e+00 1.01e+00 4.18e-10
0.200 1.04e+00 1.04e+00 5.45e-05
0.300 1.09e+00 1.09e+00 1.21e-04
0.400 1.17e+00 1.17e+00 2.11e-04
0.500 1.28e+00 1.28e+00 3.39e-04
0.600 1.43e+00 1.43e+00 5.27e-04
0.700 1.63e+00 1.63e+00 8.12e-04
0.800 1.90e+00 1.90e+00 1.25e-03
0.900 2.25e+00 2.25e+00 1.93e-03
1.000 2.72e+00 2.72e+00 3.01e-03
